"input_id","session_number","language","self_rating"
"189","117","English","5"
"190","118","English","5"
"191","118","American sign language","1"
"192","118","spanish","1"
"193","119","English","2"
"194","120","English","5"
"195","121","English","5"
"196","122","English","4"
"197","124","English","5"
"198","125","English","5"
"199","126","English","1"
"200","127","English","5"
"201","127","French","1"
"202","127","Spanish","1"
"203","128","English","5"
"204","129","English","5"
"205","130","English","5"
"206","131","English","5"
"207","131","FRENCH","1"
"208","132","English","5"
"209","132","Spanish ","1"
"210","133","English","4"
"211","134","English","5"
"212","134","French","1"
"213","135","English","4"
"214","135","twi","4"
"215","136","English","5"
"216","136","french","1"
"217","137","English","5"
"218","139","English","5"
"219","140","English","5"
"220","142","English","5"
"221","142","Portuguese","4"
"222","141","English","5"
"223","141","Spanish","2"
"224","141","Yoruba","2"
"225","144","English","5"
"226","144","German","2"
"227","144","Irish","2"
"228","145","English","5"
"229","146","English","5"
"230","146","French","1"
"231","146","German","1"
"232","146","Spanish","1"
"233","149","English","5"
"234","150","English","5"
"235","151","English","5"
"236","151","Hindi","4"
"237","151","Bengali","5"
"238","151","Spanish","3"
"239","152","English","5"
"240","153","English","5"
"241","153","pidgin","5"
"242","153","Hausa","2"
"243","153","Tiv","5"
"244","153","Turkish","1"
"245","154","English","5"
"246","155","English","5"
"247","155","Spanish","1"
"248","155","Mandarin Chinese","3"
"249","156","English","5"
"250","157","English","5"
"251","159","English","5"
"252","159","french","2"
"253","159","spanish","2"
"254","158","English","5"
"255","161","English","5"
"256","160","English","5"
"257","162","English","4"
"258","163","English","5"
"259","165","English","5"
"260","164","English","5"
"261","164","French ","1"
"262","164","German","1"
"263","166","English","4"
"264","168","English","5"
"265","170","English","5"
"266","170","Punjabi","4"
"267","172","English","5"
"268","173","English","5"
"269","174","English","4"
"270","174","lithuanian","5"
"271","174","russian","3"
"272","175","English","5"
"273","175","Danish","3"
"274","176","English","5"
"275","177","English","5"
"276","177","FRENCH","1"
"277","177","JAPANESE","1"
"278","177","GERMAN","1"
"279","177","BSL","1"
"280","178","English","5"
"281","178","Cantonese","1"
"282","179","English","5"
"283","180","English","5"
"284","180","French","2"
"285","180","Cantonese","1"
"286","181","English","5"
"287","182","English","4"
"288","182","French","2"
"289","182","Chichewa","5"
"290","183","English","5"
"291","183","French","1"
"292","184","English","5"
"293","184","Spanish","5"
"294","184","Irish","5"
"295","184","French","3"
"296","184","German","3"
"297","185","English","5"
"298","186","English","5"
"299","186","German","2"
"300","186","Spanish","3"
"301","186","french","1"
"302","187","English","5"
"303","187","French","1"
"304","188","English","4"
"305","189","English","5"
"306","189","Turkish","1"
"307","192","English","5"
