participant_number,language_variety,orthography_condition,picture_condition,order_condition,speaker_condition,age,gender,language_spoken,language_proficiency_rating,fun_rating,noise_rating,start_timestamp,end_timestamp,total_time
153,dialect,opaque,no_picture,RR,female,31,m,Tiv,5,3,5,2018-08-22T16:38:41Z,2018-08-22T17:26:11Z,2850s (~47.5 minutes)
153,dialect,opaque,no_picture,RR,female,31,m,English,5,3,5,2018-08-22T16:38:41Z,2018-08-22T17:26:11Z,2850s (~47.5 minutes)
153,dialect,opaque,no_picture,RR,female,31,m,Turkish,1,3,5,2018-08-22T16:38:41Z,2018-08-22T17:26:11Z,2850s (~47.5 minutes)
155,dialect,opaque,no_picture,RR,female,18,m,Spanish,1,3,5,2018-08-22T16:42:04Z,2018-08-22T17:18:26Z,2182s (~36.37 minutes)
155,dialect,opaque,no_picture,RR,female,18,m,Chinese (Mandarin),3,3,5,2018-08-22T16:42:04Z,2018-08-22T17:18:26Z,2182s (~36.37 minutes)
155,dialect,opaque,no_picture,RR,female,18,m,English,5,3,5,2018-08-22T16:42:04Z,2018-08-22T17:18:26Z,2182s (~36.37 minutes)
156,dialect,opaque,no_picture,RR,female,35,f,English,5,5,5,2018-08-22T16:43:11Z,2018-08-22T17:22:58Z,2387s (~39.78 minutes)
158,dialect,opaque,no_picture,RR,female,22,f,English,5,5,5,2018-08-22T16:49:26Z,2018-08-22T17:40:50Z,3084s (~51.4 minutes)
160,dialect,opaque,no_picture,RR,female,47,f,English,5,4,5,2018-08-22T16:51:30Z,2018-08-22T17:53:37Z,3727s (~1.04 hours)
161,dialect,opaque,no_picture,RR,female,28,m,English,5,1,3,2018-08-22T16:51:36Z,2018-08-22T18:49:53Z,7097s (~1.97 hours)
162,dialect,opaque,no_picture,RR,female,52,m,English,4,4,5,2018-08-22T16:55:12Z,2018-08-22T17:29:21Z,2049s (~34.15 minutes)
163,dialect,opaque,no_picture,RR,female,28,m,English,5,5,5,2018-08-22T16:59:22Z,2018-08-22T18:01:01Z,3699s (~1.03 hours)
164,dialect,opaque,no_picture,RR,female,31,f,German,1,4,5,2018-08-22T17:17:54Z,2018-08-22T19:22:51Z,7497s (~2.08 hours)
164,dialect,opaque,no_picture,RR,female,31,f,French ,1,4,5,2018-08-22T17:17:54Z,2018-08-22T19:22:51Z,7497s (~2.08 hours)
164,dialect,opaque,no_picture,RR,female,31,f,English,5,4,5,2018-08-22T17:17:54Z,2018-08-22T19:22:51Z,7497s (~2.08 hours)
168,dialect,opaque,no_picture,RR,female,67,f,English,5,2,5,2018-08-22T20:10:29Z,2018-08-22T21:07:30Z,3421s (~57.02 minutes)
170,dialect,opaque,no_picture,RR,female,33,f,English,5,4,5,2018-08-22T23:06:41Z,2018-08-22T23:56:15Z,2974s (~49.57 minutes)
170,dialect,opaque,no_picture,RR,female,33,f,Punjabi,4,4,5,2018-08-22T23:06:41Z,2018-08-22T23:56:15Z,2974s (~49.57 minutes)
172,standard,opaque,no_picture,RR,female,25,m,English,5,5,5,2018-08-23T12:49:43Z,2018-08-23T13:26:39Z,2216s (~36.93 minutes)
173,standard,opaque,no_picture,RR,female,29,f,English,5,1,4,2018-08-23T12:49:54Z,2018-08-23T13:26:41Z,2207s (~36.78 minutes)
175,standard,opaque,no_picture,RR,female,20,o,English,5,4,3,2018-08-23T13:23:34Z,2018-08-23T14:28:21Z,3887s (~1.08 hours)
175,standard,opaque,no_picture,RR,female,20,o,Danish,3,4,3,2018-08-23T13:23:34Z,2018-08-23T14:28:21Z,3887s (~1.08 hours)
176,standard,opaque,no_picture,RR,female,22,f,English,5,1,3,2018-08-23T13:27:32Z,2018-08-23T14:12:18Z,2686s (~44.77 minutes)
177,standard,opaque,no_picture,RR,female,34,f,French,1,2,5,2018-08-23T13:28:16Z,2018-08-23T14:02:15Z,2039s (~33.98 minutes)
177,standard,opaque,no_picture,RR,female,34,f,English,5,2,5,2018-08-23T13:28:16Z,2018-08-23T14:02:15Z,2039s (~33.98 minutes)
177,standard,opaque,no_picture,RR,female,34,f,German,1,2,5,2018-08-23T13:28:16Z,2018-08-23T14:02:15Z,2039s (~33.98 minutes)
177,standard,opaque,no_picture,RR,female,34,f,BSL,1,2,5,2018-08-23T13:28:16Z,2018-08-23T14:02:15Z,2039s (~33.98 minutes)
177,standard,opaque,no_picture,RR,female,34,f,Japanese,1,2,5,2018-08-23T13:28:16Z,2018-08-23T14:02:15Z,2039s (~33.98 minutes)
178,standard,opaque,no_picture,RR,female,31,m,Cantonese,1,3,5,2018-08-23T13:32:19Z,2018-08-23T14:57:50Z,5131s (~1.43 hours)
178,standard,opaque,no_picture,RR,female,31,m,English,5,3,5,2018-08-23T13:32:19Z,2018-08-23T14:57:50Z,5131s (~1.43 hours)
179,standard,opaque,no_picture,RR,female,24,m,English,5,5,5,2018-08-23T13:33:15Z,2018-08-23T15:08:57Z,5742s (~1.59 hours)
180,standard,opaque,no_picture,RR,female,25,m,Cantonese,1,4,5,2018-08-23T13:35:35Z,2018-08-23T14:29:13Z,3218s (~53.63 minutes)
180,standard,opaque,no_picture,RR,female,25,m,English,5,4,5,2018-08-23T13:35:35Z,2018-08-23T14:29:13Z,3218s (~53.63 minutes)
180,standard,opaque,no_picture,RR,female,25,m,French,2,4,5,2018-08-23T13:35:35Z,2018-08-23T14:29:13Z,3218s (~53.63 minutes)
182,standard,opaque,no_picture,RR,female,29,m,Chichewa,5,4,4,2018-08-23T13:39:20Z,2018-08-23T14:28:01Z,2921s (~48.68 minutes)
182,standard,opaque,no_picture,RR,female,29,m,English,4,4,4,2018-08-23T13:39:20Z,2018-08-23T14:28:01Z,2921s (~48.68 minutes)
182,standard,opaque,no_picture,RR,female,29,m,French,2,4,4,2018-08-23T13:39:20Z,2018-08-23T14:28:01Z,2921s (~48.68 minutes)
184,standard,opaque,no_picture,RR,female,34,f,Spanish,5,4,2,2018-08-23T13:44:45Z,2018-08-23T14:03:37Z,1132s (~18.87 minutes)
184,standard,opaque,no_picture,RR,female,34,f,Irish,5,4,2,2018-08-23T13:44:45Z,2018-08-23T14:03:37Z,1132s (~18.87 minutes)
184,standard,opaque,no_picture,RR,female,34,f,French,3,4,2,2018-08-23T13:44:45Z,2018-08-23T14:03:37Z,1132s (~18.87 minutes)
184,standard,opaque,no_picture,RR,female,34,f,English,5,4,2,2018-08-23T13:44:45Z,2018-08-23T14:03:37Z,1132s (~18.87 minutes)
184,standard,opaque,no_picture,RR,female,34,f,German,3,4,2,2018-08-23T13:44:45Z,2018-08-23T14:03:37Z,1132s (~18.87 minutes)
185,standard,opaque,no_picture,RR,female,45,f,English,5,5,5,2018-08-23T13:47:46Z,2018-08-23T14:19:27Z,1901s (~31.68 minutes)
186,standard,opaque,no_picture,RR,female,27,f,English,5,3,5,2018-08-23T13:51:52Z,2018-08-23T14:28:45Z,2213s (~36.88 minutes)
186,standard,opaque,no_picture,RR,female,27,f,German,2,3,5,2018-08-23T13:51:52Z,2018-08-23T14:28:45Z,2213s (~36.88 minutes)
186,standard,opaque,no_picture,RR,female,27,f,French,1,3,5,2018-08-23T13:51:52Z,2018-08-23T14:28:45Z,2213s (~36.88 minutes)
186,standard,opaque,no_picture,RR,female,27,f,Spanish,3,3,5,2018-08-23T13:51:52Z,2018-08-23T14:28:45Z,2213s (~36.88 minutes)
187,standard,opaque,no_picture,RR,female,20,m,English,5,5,5,2018-08-23T13:57:47Z,2018-08-23T14:48:23Z,3036s (~50.6 minutes)
187,standard,opaque,no_picture,RR,female,20,m,French,1,5,5,2018-08-23T13:57:47Z,2018-08-23T14:48:23Z,3036s (~50.6 minutes)
189,standard,opaque,no_picture,RR,female,28,f,English,5,5,5,2018-08-23T14:32:14Z,2018-08-23T14:59:02Z,1608s (~26.8 minutes)
189,standard,opaque,no_picture,RR,female,28,f,Turkish,1,5,5,2018-08-23T14:32:14Z,2018-08-23T14:59:02Z,1608s (~26.8 minutes)
192,standard,opaque,no_picture,RR,female,45,f,English,5,5,5,2018-08-29T10:47:55Z,2018-08-29T11:26:00Z,2285s (~38.08 minutes)
