"","session_number","progress","completion_code","alphabet_key","language_condition","order_condition","picture_condition","speaker_condition","orthography_condition","start_timestamp","end_timestamp","age","gender","english","fun","noise"
"350",350,"END","00350gyZYC","ilsOfdnumEakb","standard","WR",0,"female","opaque","2017-07-07 10:05:03","2017-07-07 11:04:31",22,"m",5,5,5
"351",351,"W_TR1","","midnbafukElOs","standard","WR",0,"female","opaque","2017-07-07 10:38:08","0000-00-00 00:00:00",26,"m",5,0,0
"352",352,"R_TR1","","bfnakOlEmiuds","standard","WR",0,"female","opaque","2017-07-07 11:48:38","0000-00-00 00:00:00",23,"m",5,0,0
"353",353,"END","00353nvwbT","fkaEmlnsdObiu","standard","WR",0,"female","opaque","2017-07-07 12:18:59","2017-07-07 14:18:59",62,"m",5,1,5
"354",354,"END","00354dcRqL","mkdnsuEilObfa","standard","WR",0,"female","opaque","2017-07-07 12:59:21","2017-07-07 13:51:33",31,"m",5,5,4
"355",355,"INSTR_EXPOSURE1","","bskmfEunadliO","standard","WR",0,"female","opaque","2017-07-07 13:00:30","0000-00-00 00:00:00",25,"m",2,0,0
"356",356,"END","00356sNzBF","idfusEanlOmbk","standard","WR",0,"female","opaque","2017-07-07 13:03:44","2017-07-07 15:10:13",26,"m",5,5,5
"357",357,"END","00357kELUp","aifsblOEdumkn","standard","WR",0,"female","opaque","2017-07-07 13:38:22","2017-07-07 16:19:43",32,"m",5,4,5
"358",358,"DEMOGRAPHICS","","iulfnObkmsEda","standard","WR",0,"female","opaque","2017-07-07 13:38:40","0000-00-00 00:00:00",0,"",0,0,0
"359",359,"W_TR1","","slmfObdEiaukn","standard","RW",1,"female","opaque","2017-07-07 14:24:49","0000-00-00 00:00:00",32,"m",4,0,0
"360",360,"EXPOSURE1","","unasEmiOlkdfb","standard","RW",1,"female","opaque","2017-07-07 14:51:12","0000-00-00 00:00:00",32,"m",4,0,0
"361",361,"END","00361Onwdz","knmbfEsaiduOl","standard","RW",1,"female","opaque","2017-07-07 15:01:33","2017-07-07 18:12:02",32,"m",3,5,5
"362",362,"R_TR1","","nblmEdafikuOs","standard","WR",0,"female","opaque","2017-07-07 16:08:07","0000-00-00 00:00:00",55,"f",5,0,0
"363",363,"SCRIPT","","OsaEmfnlbudik","standard","WR",0,"female","opaque","2017-07-07 17:19:36","0000-00-00 00:00:00",63,"m",5,0,0
"364",364,"W_TR1","","ksOaumlnEdfib","standard","WR",0,"female","opaque","2017-07-07 18:38:58","0000-00-00 00:00:00",46,"m",5,0,0
"365",365,"START","","nmflEdiksabuO","standard","WR",0,"female","opaque","2017-07-07 18:40:15","0000-00-00 00:00:00",0,"",0,0,0
"366",366,"START","","mbdlasOEiunkf","standard","WR",0,"female","opaque","2017-07-07 22:06:37","0000-00-00 00:00:00",0,"",0,0,0
"367",367,"END","00367zfWck","fdsEiObmknlua","standard","WR",0,"female","opaque","2017-07-07 22:08:08","2017-07-07 23:56:12",31,"m",5,3,4
"368",368,"START","","dlEfbkinaumOs","standard","RW",1,"male","opaque","2017-07-08 02:42:57","0000-00-00 00:00:00",0,"",0,0,0
"369",369,"START","","mksfbdOilEnua","dialect","RW",1,"male","opaque","2017-07-08 02:42:58","0000-00-00 00:00:00",0,"",0,0,0
"370",370,"START","","nmialEubOfdks","standard","RW",0,"male","opaque","2017-07-08 22:38:53","0000-00-00 00:00:00",0,"",0,0,0
"371",371,"END","00371kwbUM","fiusbkalEnmdO","dialect","WR",0,"female","opaque","2017-07-11 14:27:30","2017-07-11 15:45:36",31,"f",4,5,5
"372",372,"START","","knmsadbfuiOlE","standard","WR",1,"male","opaque","2017-07-12 01:14:51","0000-00-00 00:00:00",0,"",0,0,0
"373",373,"INSTR_W_TR2","","kbnOmliEfudas","dialect","WR",1,"male","opaque","2017-07-12 12:57:00","0000-00-00 00:00:00",999,"o",5,0,0
"374",374,"EXPOSURE3","","kfsElumndbOia","standard","WR",0,"male","opaque","2017-07-13 14:14:09","0000-00-00 00:00:00",999,"o",5,0,0
"375",375,"EXPOSURE1","","EkblOfasminud","dialect","WR",1,"male","opaque","2017-07-13 14:23:14","0000-00-00 00:00:00",999,"o",5,0,0
"376",376,"START","","kmiabuflEdnsO","standard","RW",1,"female","opaque","2017-07-21 07:06:17","0000-00-00 00:00:00",0,"",0,0,0
"377",377,"W_TR1","","dOniaubklEfms","dialect","RW",1,"male","opaque","2017-07-28 13:25:05","0000-00-00 00:00:00",999,"o",5,0,0
"378",378,"W_TR1","","EmbOnfaksulid","standard","WR",0,"female","opaque","2017-10-25 11:51:44","0000-00-00 00:00:00",999,"o",5,0,0
"379",379,"W_TR1","","mkufdOEbainsl","dialect","WR",1,"female","opaque","2017-10-25 11:55:47","0000-00-00 00:00:00",999,"o",5,0,0
"380",380,"DEMOGRAPHICS","","msliEbnufkOda","standard","WR",1,"female","opaque","2017-12-07 16:53:25","0000-00-00 00:00:00",0,"",0,0,0
"381",381,"END","00381muQfW","nsEfladOikubm","dialect","WR",1,"female","opaque","2017-12-07 16:54:22","2017-12-07 17:37:05",999,"o",5,1,5
"382",382,"EXPOSURE2","","kEdulibmnafsO","standard","WR",0,"female","opaque","2017-12-07 17:42:14","0000-00-00 00:00:00",999,"o",5,0,0
