"trial_id","timestamp","session_number","session_trial_id","section","section_trial_id","word_id","novel_word_for_task","exposure_count","picture_id","word_length","target","participant_input","correct","edit_distance"
"158","2018-02-07 11:55:34","4","56","W_TR3","6","21","0","4","179","4","nEsk","nEsk","1","0"
"159","2018-02-07 11:55:58","4","57","W_TR3","7","13","0","4","055","4","flOb","fnOb","0","0.25"
"160","2018-02-07 11:56:32","4","58","W_TR3","8","38","0","4","250","6","fnibOl","snibOl","0","0.166667"
"161","2018-02-07 11:56:45","4","59","W_TR3","9","17","0","4","077","4","mOls","mOs","0","0.25"
"162","2018-02-07 11:56:59","4","60","W_TR3","10","9","0","4","030","4","fnOf","snOf","0","0.25"
"163","2018-02-07 11:57:23","2","51","W_TR3","1","35","0","4","088","5","fnOku","sEOku","0","0.4"
"164","2018-02-07 11:57:43","2","52","W_TR3","2","15","0","4","115","4","balf","balf","1","0"
"165","2018-02-07 11:58:11","2","53","W_TR3","3","20","0","4","081","4","nifs","nifs","1","0"
"166","2018-02-07 11:58:25","2","54","W_TR3","4","2","0","4","091","3","fub","fub","1","0"
"167","2018-02-07 11:58:41","2","55","W_TR3","5","17","0","4","185","4","mOls","mOls","1","0"
"168","2018-02-07 11:59:01","2","56","W_TR3","6","24","0","4","055","5","dEfna","dEsna","0","0.2"
"169","2018-02-07 11:59:18","2","57","W_TR3","7","11","0","4","083","4","bnaf","blaf","0","0.25"
"170","2018-02-07 11:59:42","7","11","W_TR1","1","1","0","2","072","3","nEf","mdls","0","1"
"171","2018-02-07 11:59:57","2","58","W_TR3","8","30","0","4","203","5","skEfi","skifi","0","0.2"
"172","2018-02-07 12:00:11","7","12","W_TR1","2","40","0","2","241","6","flEsOd","nOdmu","0","1"
"173","2018-02-07 12:00:23","2","59","W_TR3","9","10","0","4","027","4","bnim","blam","0","0.5"
"174","2018-02-07 12:00:39","4","71","W_TR4","1","27","1","7","027","5","bEsmi","bEsmi","1","0"
"175","2018-02-07 12:00:39","7","13","W_TR1","3","10","0","2","086","4","bnim","fEind","0","0.8"
"176","2018-02-07 12:00:47","6","31","W_TR2","1","25","0","3","053","5","dasmu","lamsu","0","0.6"
"177","2018-02-07 12:00:50","2","60","W_TR3","10","25","0","4","049","5","dasmu","dEsmO","0","0.4"
"178","2018-02-07 12:00:51","4","72","W_TR4","2","13","1","7","055","4","flOb","fnOb","0","0.25"
"179","2018-02-07 12:00:59","7","14","W_TR1","4","18","0","2","081","4","fOns","nmdi","0","1"
"180","2018-02-07 12:01:07","6","32","W_TR2","2","6","0","3","072","3","lOm","nEl","0","1"
"181","2018-02-07 12:01:12","4","73","W_TR4","3","8","1","7","167","4","fnid","snid","0","0.25"
"182","2018-02-07 12:01:33","7","15","W_TR1","5","17","0","2","076","4","mOls","fnEad","0","1"
"183","2018-02-07 12:01:35","4","74","W_TR4","4","41","1","7","076","6","fninab","fninib","0","0.166667"
"184","2018-02-07 12:01:40","6","33","W_TR2","3","29","0","3","236","5","smiba","klEsa","0","0.8"
"185","2018-02-07 12:01:49","4","75","W_TR4","5","25","1","7","115","5","dasmu","dasmu","1","0"
"186","2018-02-07 12:01:55","7","16","W_TR1","6","41","0","2","022","6","fninab","nkdbfs","0","1"
"187","2018-02-07 12:02:04","6","34","W_TR2","4","26","0","3","182","5","kubnE","kdnE","0","0.4"
"188","2018-02-07 12:02:07","4","76","W_TR4","6","34","1","7","155","5","flidu","flidu","1","0"
"189","2018-02-07 12:02:16","7","17","W_TR1","7","13","0","2","049","4","flOb","nOks","0","1"
"190","2018-02-07 12:02:26","6","35","W_TR2","5","1","0","3","076","3","nEf","nif","0","0.333333"
"191","2018-02-07 12:02:28","4","77","W_TR4","7","38","1","7","250","6","fnibOl","fnibal","0","0.166667"
"192","2018-02-07 12:02:30","7","18","W_TR1","8","32","0","2","122","5","smadu","ndfO","0","1"
"193","2018-02-07 12:02:37","4","78","W_TR4","8","1","1","7","097","3","nEf","nEf","1","0"
"194","2018-02-07 12:02:47","7","19","W_TR1","9","35","0","2","224","5","fnOku","nEdfu","0","0.8"
"195","2018-02-07 12:02:47","6","36","W_TR2","6","20","0","3","168","4","nifs","nEfm","0","0.5"
"196","2018-02-07 12:02:53","4","79","W_TR4","9","22","1","7","006","5","nOflE","nOflE","1","0"
"197","2018-02-07 12:03:05","7","20","W_TR1","10","8","0","2","053","4","fnid","skfi","0","1"
"198","2018-02-07 12:03:08","6","37","W_TR2","7","30","0","3","167","5","skEfi","mlifE","0","0.8"
"199","2018-02-07 12:03:12","4","80","W_TR4","10","32","1","7","094","5","smadu","smadu","1","0"
"200","2018-02-07 12:03:29","6","38","W_TR2","8","13","0","3","027","4","flOb","fuOk","0","0.5"
"201","2018-02-07 12:03:57","6","39","W_TR2","9","24","0","3","047","5","dEfna","disba","0","0.6"
"202","2018-02-07 12:04:15","8","11","W_TR1","1","22","0","2","236","5","nOflE","nOfs","0","0.4"
"203","2018-02-07 12:04:21","6","40","W_TR2","10","37","0","3","091","6","bnEkus","kuibOm","0","1"
"204","2018-02-07 12:04:39","8","12","W_TR1","2","25","0","2","049","5","dasmu","dufmO","0","0.6"
"205","2018-02-07 12:05:03","8","13","W_TR1","3","29","0","2","086","5","smiba","bmsdO","0","0.8"
"206","2018-02-07 12:05:28","8","14","W_TR1","4","37","0","2","006","6","bnEkus","bnEld","0","0.5"
"207","2018-02-07 12:05:46","8","15","W_TR1","5","11","0","2","077","4","bnaf","bnf","0","0.25"
"208","2018-02-07 12:05:59","8","16","W_TR1","6","6","0","2","203","3","lOm","num","0","0.666667"
"209","2018-02-07 12:06:04","2","71","W_TR4","1","29","1","7","211","5","smiba","smiba","1","0"
"210","2018-02-07 12:06:19","2","72","W_TR4","2","10","1","7","027","4","bnim","blim","0","0.25"
"211","2018-02-07 12:06:25","8","17","W_TR1","7","18","0","2","047","4","fOns","funbfunb","0","0.75"
"212","2018-02-07 12:06:43","2","73","W_TR4","3","35","1","7","088","5","fnOku","slOku","0","0.4"
"213","2018-02-07 12:06:45","4","91","W_TR5","1","9","1","8","030","4","fnOf","fnaf","0","0.25"
"214","2018-02-07 12:06:46","8","18","W_TR1","8","8","0","2","091","4","fnid","bnsO","0","0.75"
"215","2018-02-07 12:06:56","4","92","W_TR5","2","7","1","8","007","3","daf","daf","1","0"
"216","2018-02-07 12:07:05","8","19","W_TR1","9","1","0","2","027","3","nEf","nsf","0","0.333333"
"217","2018-02-07 12:07:07","4","93","W_TR5","3","11","1","8","088","4","bnaf","bnaf","1","0"
"218","2018-02-07 12:07:17","2","74","W_TR4","4","21","1","7","228","4","nEsk","nEsk","1","0"
"219","2018-02-07 12:07:17","4","94","W_TR5","4","4","1","8","236","3","mif","mif","1","0"
"220","2018-02-07 12:07:31","4","95","W_TR5","5","6","1","8","083","3","lOm","lOm","1","0"
"221","2018-02-07 12:07:31","8","20","W_TR1","10","24","0","2","097","5","dEfna","dEbmO","0","0.6"
"222","2018-02-07 12:07:41","4","96","W_TR5","6","15","1","8","049","4","balf","banf","0","0.25"
"223","2018-02-07 12:07:44","2","75","W_TR4","5","27","1","7","022","5","bEsmi","basmi","0","0.2"
"224","2018-02-07 12:07:52","4","97","W_TR5","7","24","1","8","053","5","dEfna","dEfna","1","0"
"225","2018-02-07 12:08:12","4","98","W_TR5","8","26","1","8","241","5","kubnE","kubnE","1","0"
"226","2018-02-07 12:08:19","2","76","W_TR4","6","22","1","7","094","5","nOflE","fnOflE","0","0.166667"
"227","2018-02-07 12:08:22","4","99","W_TR5","9","2","1","8","180","3","fub","fOb","0","0.333333"
"228","2018-02-07 12:08:37","4","100","W_TR5","10","30","1","8","122","5","skEfi","skEfi","1","0"
"229","2018-02-07 12:08:54","2","77","W_TR4","7","30","1","7","203","5","skEfi","skifi","0","0.2"
"230","2018-02-07 12:09:09","2","78","W_TR4","8","18","1","7","237","4","fOns","fOns","1","0"
"231","2018-02-07 12:09:29","2","79","W_TR4","9","25","1","7","049","5","dasmu","dasmu","1","0"
"232","2018-02-07 12:09:41","2","80","W_TR4","10","2","1","7","091","3","fub","fub","1","0"
"233","2018-02-07 12:09:57","6","51","W_TR3","1","4","0","4","083","3","mif","mif","1","0"
"234","2018-02-07 12:10:22","6","52","W_TR3","2","18","0","4","088","4","fOns","fOns","1","0"
"235","2018-02-07 12:10:50","6","53","W_TR3","3","38","0","4","086","6","fnibOl","snibau","0","0.5"
"236","2018-02-07 12:11:19","6","54","W_TR3","4","2","0","4","211","3","fub","fbd","0","0.666667"
"237","2018-02-07 12:11:31","7","31","W_TR2","1","34","0","3","250","5","flidu","sdan","0","1"
"238","2018-02-07 12:11:35","6","55","W_TR3","5","32","0","4","115","5","smadu","smadu","1","0"
"239","2018-02-07 12:11:43","7","32","W_TR2","2","27","0","3","007","5","bEsmi","mdsO","0","0.8"
"240","2018-02-07 12:11:50","4","111","W_TR6","1","37","1","9","168","6","bnEkus","bnEkus","1","0"
"241","2018-02-07 12:12:00","7","33","W_TR2","3","15","0","3","180","4","balf","EsdO","0","1"
"242","2018-02-07 12:12:00","8","31","W_TR2","1","17","0","3","228","4","mOls","mOf","0","0.5"
"243","2018-02-07 12:12:01","6","56","W_TR3","6","5","0","4","022","3","nal","kan","0","0.666667"
"244","2018-02-07 12:12:04","4","112","W_TR6","2","35","1","9","242","5","fnOku","fnOku","1","0"
"245","2018-02-07 12:12:15","7","34","W_TR2","4","6","0","3","185","3","lOm","mldf","0","0.75"
"246","2018-02-07 12:12:19","4","113","W_TR6","3","21","1","9","179","4","nEsk","nEsk","1","0"
"247","2018-02-07 12:12:23","6","57","W_TR3","7","27","0","4","228","5","bEsmi","bEsmi","1","0"
"248","2018-02-07 12:12:29","7","35","W_TR2","5","2","0","3","030","3","fub","bks","0","1"
"249","2018-02-07 12:12:33","4","114","W_TR6","4","5","1","9","203","3","nal","nal","1","0"
"250","2018-02-07 12:12:40","8","32","W_TR2","2","34","0","3","215","5","flidu","fnbu","0","0.6"
"251","2018-02-07 12:12:45","6","58","W_TR3","8","22","0","4","237","5","nOflE","nOfuE","0","0.2"
"252","2018-02-07 12:12:46","7","36","W_TR2","6","5","0","3","027","3","nal","iOmm","0","1"
"253","2018-02-07 12:12:52","4","115","W_TR6","5","40","1","9","162","6","flEsOd","fnEsOd","0","0.166667"
"254","2018-02-07 12:13:03","7","37","W_TR2","7","26","0","3","162","5","kubnE","nOEbm","0","1"
"255","2018-02-07 12:13:10","4","116","W_TR6","6","18","1","9","081","4","fOns","fOns","1","0"
"256","2018-02-07 12:13:18","8","33","W_TR2","3","38","0","3","030","6","fnibOl","fnabOli","0","0.285714"
"257","2018-02-07 12:13:21","7","38","W_TR2","8","22","0","3","104","5","nOflE","nOms","0","0.6"
